id,name,lat,lng,category,country,city,sources,url,tags
4382,ProjectTogether,52.50665301,13.39156252,ecovillage,,,Murmurations,projecttogether.org,beratung|community|digitalisierung|finanzierung|netzwerk|startups
4383,Siddarth Ecovillage,18.939272,83.011794,ecovillage,IN,,Murmurations,siddharthvillage.org,Community|Food|Education|Energy|Health|Housing
4384,Impact Hub Zürich,47.38478001,8.53366826,ecovillage,,,Murmurations,zurich.impacthub.ch/de,co-working|community|events|social-entrepreneurship
4385,АНО Агентство Развития Сельских Инициатив,32.43495799,54.89602502,ecovillage,,Russia,Murmurations,agent-sela.ru,comminity|infrastructure|soc-chain|соцчейн
4386,АНО Агентство Развития Сельских Инициатив,54.89602498,32.43495803,ecovillage,,Russia,Murmurations,agent-sela.ru,comminity|infrastructure|soc-chain|соцчейн
4387,Агидель,54.75685898,56.00747896,ecovillage,,Russia,Murmurations,agidelufa.ru,comminity|culture|soc-chain|соцчейн
4388,Агидель,56.007479,54.75685903,ecovillage,,Russia,Murmurations,agidelufa.ru,comminity|culture|soc-chain|соцчейн
4389,Агентство инвестиций и предпринимательства Камчатского Края,53.0229,158.64665599,ecovillage,,Russia,Murmurations,aginvest.kamgov.ru,comminity|infrastructure|soc-chain|соцчейн
4390,Музей Городской Жизни,20.474393,54.721994,ecovillage,,Russia,Murmurations,alteshaus.ru,comminity|culture|soc-chain|соцчейн
4391,Музей Городской Жизни,54.721994,20.474393,ecovillage,,Russia,Murmurations,alteshaus.ru,comminity|culture|soc-chain|соцчейн
4392,Интернет-издание archspeech,55.79829302,37.60464601,ecovillage,,Russia,Murmurations,archspeech.com,comminity|education|soc-chain|соцчейн
4393,Интернет-издание archspeech,37.60464601,55.79829298,ecovillage,,Russia,Murmurations,archspeech.com,comminity|education|soc-chain|соцчейн
4394,Творческая усадьба Гуслица,38.92319302,55.48118404,ecovillage,,Russia,Murmurations,art-guslitsa.ru,comminity|culture|soc-chain|соцчейн
4395,Творческая усадьба Гуслица,55.481184,38.92319297,ecovillage,,Russia,Murmurations,art-guslitsa.ru,comminity|culture|soc-chain|соцчейн
4396,Экологический Правозащитный Центр Беллона,30.380529,59.94031202,ecovillage,,Russia,Murmurations,bellona.ru/ooo-bellona,comminity|environment|soc-chain|соцчейн
4397,Экологический Правозащитный Центр Беллона,59.94031202,30.380529,ecovillage,,Russia,Murmurations,bellona.ru/ooo-bellona,comminity|environment|soc-chain|соцчейн
4398,Музей исчезнувших деревень,53.315407,57.52614696,ecovillage,,Russia,Murmurations,business.google.com/website/nmid,comminity|culture|soc-chain|соцчейн
4399,Музей исчезнувших деревень,57.52614701,53.31540696,ecovillage,,Russia,Murmurations,business.google.com/website/nmid,comminity|culture|soc-chain|соцчейн
4400,Уверенный шаг,39.75068501,54.62062603,ecovillage,,Russia,Murmurations,centrdobroedelo.ru/социальные-проекты,comminity|health-care|impacthubmoscow|infrastructure
4401,Уверенный шаг,54.62062598,39.75068497,ecovillage,,Russia,Murmurations,centrdobroedelo.ru/социальные-проекты,comminity|health-care|impacthubmoscow|infrastructure
4402,ЦИСС УФА,56.09479501,54.80125503,ecovillage,,Russia,Murmurations,ciss-rb.ru/about,comminity|infrastructure|soc-chain|соцчейн
4403,ЦИСС УФА,54.80125499,56.09479501,ecovillage,,Russia,Murmurations,ciss-rb.ru/about,comminity|infrastructure|soc-chain|соцчейн
4404,ЦИСС Татарстан,49.12694002,55.78424801,ecovillage,,Russia,Murmurations,ciss-rt.ru,comminity|infrastructure|soc-chain|соцчейн
4405,ЦИСС Татарстан,55.78424801,49.12694002,ecovillage,,Russia,Murmurations,ciss-rt.ru,comminity|infrastructure|soc-chain|соцчейн
4406,ЦИСС Омск,73.373925,54.99342198,ecovillage,,Russia,Murmurations,cissinfo.ru/about,comminity|infrastructure|soc-chain|соцчейн
4407,ЦИСС Омск,54.99342198,73.37392504,ecovillage,,Russia,Murmurations,cissinfo.ru/about,comminity|infrastructure|soc-chain|соцчейн
4408,Concrete Jungle,43.17937798,131.92519896,ecovillage,,Russia,Murmurations,cjungle.com,comminity|culture|soc-chain|соцчейн
4409,Cup by cup,58.01831199,56.24483099,ecovillage,,Russia,Murmurations,cupbycup.ru,comminity|culture|soc-chain|соцчейн
4410,Cup by cup,56.24483099,58.01831203,ecovillage,,Russia,Murmurations,cupbycup.ru,comminity|culture|soc-chain|соцчейн
4411,Экологический центр Дронт,56.32869801,43.991631,ecovillage,,Russia,Murmurations,dront.ru,comminity|environment|soc-chain|соцчейн
4412,Экологический центр Дронт,43.991631,56.32869797,ecovillage,,Russia,Murmurations,dront.ru,comminity|environment|soc-chain|соцчейн
4413,ЦИСС Хабаровск,48.47270901,135.07135998,ecovillage,,Russia,Murmurations,dvpr.khv.ru,comminity|infrastructure|soc-chain|соцчейн
4414,Экогарант,55.21514901,39.45795999,ecovillage,,Russia,Murmurations,ecogarant.co,comminity|environment|soc-chain|соцчейн
4415,Экогарант,39.45795999,55.21514897,ecovillage,,Russia,Murmurations,ecogarant.co,comminity|environment|soc-chain|соцчейн
4416,EverJazz,60.61492899,56.84344204,ecovillage,,Russia,Murmurations,everjazz.ru,comminity|culture|soc-chain|соцчейн
4417,EverJazz,56.843442,60.61492899,ecovillage,,Russia,Murmurations,everjazz.ru,comminity|culture|soc-chain|соцчейн
4418,ExploRussia,37.61121202,55.757972,ecovillage,,Russia,Murmurations,explorussia.com,comminity|impacthubmosco|soc-chain|соцчейн
4419,ExploRussia,55.757972,37.61121197,ecovillage,,Russia,Murmurations,explorussia.com,comminity|impacthubmosco|soc-chain|соцчейн
4420,Центр социальных программ Русала,56.013432,92.86687303,ecovillage,,Russia,Murmurations,fcsp.ru,comminity|infrastructure|soc-chain|соцчейн
4421,ЦИСС Кемерово,55.35525902,86.08467301,ecovillage,,Russia,Murmurations,fondp.ru/Новости,comminity|infrastructure|soc-chain|соцчейн
4422,Фонд развития города Уфа,54.76786099,56.02873304,ecovillage,,Russia,Murmurations,fondufa.ru/fond/sotrudniki,comminity|infrastructure|soc-chain|соцчейн
4423,Фонд развития города Уфа,56.028733,54.76786103,ecovillage,,Russia,Murmurations,fondufa.ru/fond/sotrudniki,comminity|infrastructure|soc-chain|соцчейн
4424,НФ Возрождение Русской Усадьбы,55.74268102,37.65689201,ecovillage,,Russia,Murmurations,fondus.ru,comminity|infrastructure|soc-chain|соцчейн
4425,НФ Возрождение Русской Усадьбы,37.65689201,55.74268098,ecovillage,,Russia,Murmurations,fondus.ru,comminity|infrastructure|soc-chain|соцчейн
4426,Агентство молодёжной политики и реализации программ общественного развития Красноярского края.,56.01166099,92.852401,ecovillage,,Russia,Murmurations,gokrk.ru/futureagency,comminity|infrastructure|soc-chain|соцчейн
4427,фестиваль Города,37.638656,55.72502701,ecovillage,,Russia,Murmurations,goroda-fest.ru,comminity|infrastructure|soc-chain|соцчейн
4428,фестиваль Города,55.72502701,37.638656,ecovillage,,Russia,Murmurations,goroda-fest.ru,comminity|infrastructure|soc-chain|соцчейн
4429,Центр ГРАНИ,56.24150798,58.01356302,ecovillage,,Russia,Murmurations,grany-center.org,comminity|infrastructure|soc-chain|соцчейн
4430,АНО НАУР,37.36531598,55.64189496,ecovillage,,Russia,Murmurations,green-agency.ru,comminity|infrastructure|soc-chain|соцчейн
4431,АНО НАУР,55.641895,37.36531602,ecovillage,,Russia,Murmurations,green-agency.ru,comminity|infrastructure|soc-chain|соцчейн
4432,Агентство по туризму Иркутской области,52.285908,104.28638303,ecovillage,,Russia,Murmurations,irkobl.ru/sites/tour,comminity|infrastructure|soc-chain|соцчейн
4433,Новости Купчино,30.258008,59.85322899,ecovillage,,Russia,Murmurations,kupchinonews.ru,comminity|infrastructure|soc-chain|соцчейн
4434,Новости Купчино,59.85322899,30.25800804,ecovillage,,Russia,Murmurations,kupchinonews.ru,comminity|infrastructure|soc-chain|соцчейн
4435,Школа Событий,56.32728599,43.99543102,ecovillage,,Russia,Murmurations,l-o-c-o.com,comminity|infrastructure|soc-chain|соцчейн
4436,Школа Событий,43.99543102,56.32728603,ecovillage,,Russia,Murmurations,l-o-c-o.com,comminity|infrastructure|soc-chain|соцчейн
4437,Союз молодых предпринимателей,39.87689799,57.63533902,ecovillage,,Russia,Murmurations,molportal.ru/content/yaroo-«soyuz-molodykh-predprinimatelei»,comminity|infrastructure|soc-chain|соцчейн
4438,Союз молодых предпринимателей,57.63533898,39.87689799,ecovillage,,Russia,Murmurations,molportal.ru/content/yaroo-«soyuz-molodykh-predprinimatelei»,comminity|infrastructure|soc-chain|соцчейн
4439,Фестиваль Мосты,56.46125999,58.03187999,ecovillage,,Russia,Murmurations,mosty-fest.ru,comminity|culture|soc-chain|соцчейн
4440,Фестиваль Мосты,58.03187999,56.46126003,ecovillage,,Russia,Murmurations,mosty-fest.ru,comminity|culture|soc-chain|соцчейн
4441,АНОК Нескучный Нижний,44.02392601,56.324461,ecovillage,,Russia,Murmurations,nenino.ru,comminity|culture|soc-chain|соцчейн
4442,АНОК Нескучный Нижний,56.324461,44.02392597,ecovillage,,Russia,Murmurations,nenino.ru,comminity|culture|soc-chain|соцчейн
4443,КСО Норильский никель,55.75048398,37.53952701,ecovillage,,Russia,Murmurations,nornickel.ru,comminity|infrastructure|soc-chain|соцчейн
4444,КСО Норильский никель,37.53952701,55.75048403,ecovillage,,Russia,Murmurations,nornickel.ru,comminity|infrastructure|soc-chain|соцчейн
4445,Индустриальный парк Новосиб,82.85306498,54.99800303,ecovillage,,Russia,Murmurations,novosib-park.ru,comminity|infrastructure|soc-chain|соцчейн
4446,Индустриальный парк Новосиб,54.99800299,82.85306502,ecovillage,,Russia,Murmurations,novosib-park.ru,comminity|infrastructure|soc-chain|соцчейн
4447,Начни Своё Дело - программа ОМК,37.63755998,55.73872799,ecovillage,,Russia,Murmurations,omk.ru/values/partnerstvo,comminity|infrastructure|soc-chain|соцчейн
4448,Начни Своё Дело - программа ОМК,55.73872799,37.63755998,ecovillage,,Russia,Murmurations,omk.ru/values/partnerstvo,comminity|infrastructure|soc-chain|соцчейн
4449,Поддержка гражданских инициатив Опора,56.636907,47.87517403,ecovillage,,Russia,Murmurations,opora-russia.ru,comminity|infrastructure|soc-chain|соцчейн
4450,Поддержка гражданских инициатив Опора,47.87517398,56.636907,ecovillage,,Russia,Murmurations,opora-russia.ru,comminity|infrastructure|soc-chain|соцчейн
4451,Партнерство фондов местных сообществ,53.51662301,49.28562797,ecovillage,,Russia,Murmurations,p-cf.ru/newsite,comminity|infrastructure|soc-chain|соцчейн
4452,Партнерство фондов местных сообществ,49.28562801,53.51662301,ecovillage,,Russia,Murmurations,p-cf.ru/newsite,comminity|infrastructure|soc-chain|соцчейн
4453,Фонд Гражданский союз,45.02371498,53.19382804,ecovillage,,Russia,Murmurations,penzafond.ru,comminity|infrastructure|soc-chain|соцчейн
4454,Фонд Гражданский союз,53.193828,45.02371502,ecovillage,,Russia,Murmurations,penzafond.ru,comminity|infrastructure|soc-chain|соцчейн
4455,Программно-Информационная компания Пиком,53.20767201,56.84808402,ecovillage,,Russia,Murmurations,picom.ru,comminity|education|soc-chain|соцчейн
4456,Программно-Информационная компания Пиком,56.84808398,53.20767201,ecovillage,,Russia,Murmurations,picom.ru,comminity|education|soc-chain|соцчейн
4457,Ресурсный центр для социально ориентированных некоммерческих организаций,61.373278,55.15655402,ecovillage,,Russia,Murmurations,rescentr.ru,comminity|infrastructure|soc-chain|соцчейн
4458,Самарская Организация Поддержки Социальных Инициатив Ресурсный Клуб,53.207836,50.15919503,ecovillage,,Russia,Murmurations,resursclub.info,comminity|infrastructure|soc-chain|соцчейн
4459,Самарская Организация Поддержки Социальных Инициатив Ресурсный Клуб,50.15919499,53.20783596,ecovillage,,Russia,Murmurations,resursclub.info,comminity|infrastructure|soc-chain|соцчейн
4460,Фонд Кудрина,55.757339,37.60754699,ecovillage,,Russia,Murmurations,ru.wikipedia.org/wiki/Комитет_гражданских_инициатив,comminity|infrastructure|soc-chain|соцчейн
4461,Фонд Кудрина,37.60754699,55.757339,ecovillage,,Russia,Murmurations,ru.wikipedia.org/wiki/Комитет_гражданских_инициатив,comminity|infrastructure|soc-chain|соцчейн
4462,Центросоюз России,55.78724399,37.63219699,ecovillage,,Russia,Murmurations,rus.coop,comminity|education|soc-chain|соцчейн
4463,Центросоюз России,37.63219699,55.78724404,ecovillage,,Russia,Murmurations,rus.coop,comminity|education|soc-chain|соцчейн
4464,Сибирский центр поддержки общественных инициатив,82.94161199,55.01156696,ecovillage,,Russia,Murmurations,scisc.ru,comminity|infrastructure|soc-chain|соцчейн
4465,Сибирский центр поддержки общественных инициатив,55.011567,82.94161203,ecovillage,,Russia,Murmurations,scisc.ru,comminity|infrastructure|soc-chain|соцчейн
4466,Ассоциация Совет муниципальных образований Самарской области,50.10918499,53.20281,ecovillage,,Russia,Murmurations,smosamara.ru,comminity|infrastructure|soc-chain|соцчейн
4467,Ассоциация Совет муниципальных образований Самарской области,53.20281,50.10918499,ecovillage,,Russia,Murmurations,smosamara.ru,comminity|infrastructure|soc-chain|соцчейн
4468,Фонд поддержки социальных инициатив Содействие,56.23851598,58.01407398,ecovillage,,Russia,Murmurations,sodeistvieperm.ru,comminity|infrastructure|soc-chain|соцчейн
4469,Фонд поддержки социальных инициатив Содействие,58.01407402,56.23851598,ecovillage,,Russia,Murmurations,sodeistvieperm.ru,comminity|infrastructure|soc-chain|соцчейн
4470,Центр прикладной урбанистики,44.99228301,53.203414,ecovillage,,Russia,Murmurations,sredaforpeople.ru/#,comminity|infrastructure|soc-chain|соцчейн
4471,Центр прикладной урбанистики,53.203414,44.99228297,ecovillage,,Russia,Murmurations,sredaforpeople.ru/#,comminity|infrastructure|soc-chain|соцчейн
4472,Арт-площадка СТАНЦИЯ,57.782383,40.90897304,ecovillage,,Russia,Murmurations,stantsia.com,comminity|culture|soc-chain|соцчейн
4473,Арт-площадка СТАНЦИЯ,40.908973,57.782383,ecovillage,,Russia,Murmurations,stantsia.com,comminity|culture|soc-chain|соцчейн
4474,Фестиваль Том Сойер Фест,50.11713502,53.19726999,ecovillage,,Russia,Murmurations,tsfest.ru,comminity|infrastructure|soc-chain|соцчейн
4475,Фестиваль Том Сойер Фест,53.19726999,50.11713498,ecovillage,,Russia,Murmurations,tsfest.ru,comminity|infrastructure|soc-chain|соцчейн
4476,ООО МПК Экотех-Мелеуз,53.20437901,56.84754599,ecovillage,,Russia,Murmurations,tv-rb.ru/novosti/society/in_meleuz_the_entrepreneur_learned_how_to_make_money_from_waste_,comminity|environment|soc-chain|соцчейн
4477,ООО МПК Экотех-Мелеуз,56.84754599,53.20437901,ecovillage,,Russia,Murmurations,tv-rb.ru/novosti/society/in_meleuz_the_entrepreneur_learned_how_to_make_money_from_waste_,comminity|environment|soc-chain|соцчейн
4478,ООО ЭКТК Деревня Тыгыдым,38.37081902,58.06426397,ecovillage,,Russia,Murmurations,tygydym.com,comminity|culture|soc-chain|соцчейн
4479,ООО ЭКТК Деревня Тыгыдым,58.06426402,38.37081902,ecovillage,,Russia,Murmurations,tygydym.com,comminity|culture|soc-chain|соцчейн
4480,ЦКИО Победа,82.91476098,55.02905404,ecovillage,,Russia,Murmurations,vpobede.ru,comminity|culture|soc-chain|соцчейн
